nohup: ignoring input

  .   ____          _            __ _ _
2024-08-22 17:59:02.988  INFO 72000 --- [           main] org.apache.zookeeper.ZooKeeper           : Client environment:java.library.path=C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\Windows\Sun\Java\bin;C:\Windows\system32;C:\Windows;C:\Users\李享\bin;D:\Git\mingw64\bin;D:\Git\usr\local\bin;D:\Git\usr\bin;D:\Git\usr\bin;D:\Git\mingw64\bin;D:\Git\usr\bin;C:\Users\李享\bin;D:\Bentley\Python\Scripts;D:\Bentley\Python;C:\Program Files\NVIDIA GPU Computing Toolkit\CUDA\v12.0\bin;C:\Program Files\NVIDIA GPU Computing Toolkit\CUDA\v12.0\libnvvp;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0;C:\Windows\System32\OpenSSH;C:\Program Files (x86)\NVIDIA Corporation\PhysX\Common;D:\Sotfware\Bandizip;D:\Program Files\微信web开发者工具\dll;C:\Pro;ram Files\NVIDIA Corporation\Nsight Compute 2022.4.1;C:\Program Files\NVIDIA Corporation\NVIDIA NvDLISR;C:\Program Files (x86)\Common Files\Mapgis;C:\Program Files\dotnet;D:\Git\cmd;D:\Redis;D:\anaconda3;D:\anaconda3\Library\mingw-w64\bin;D:\anaconda3\Library\usr\bin;D:\anaconda3\Library\bin;D:\anaconda3\Scripts;C:\Users\李享\AppData\Local\Microsoft\WindowsApps;D:\PyCharm Community Edition 2021.3.3\bin;D:\Program Files\JDK8\bin;D:\texlive\2022\bin\win32;D:\PyCharm 2022.3\bin;D:\Downloads\apache-jmeter-5.6.3\bin;D:\ZooKeeper\apache-zookeeper-3.6.4-bin\bin;C:\Users\李享\AppData\Roaming\Programs\Zero Install;D:\Git\usr\bin\vendor_perl;D:\Git\usr\bin\core_perl;.
2024-08-22 17:59:02.988  INFO 72000 --- [           main] org.apache.zookeeper.ZooKeeper           : Client environment:java.io.tmpdir=C:\Windows\TEMP\
2024-08-22 17:59:02.988  INFO 72000 --- [           main] org.apache.zookeeper.ZooKeeper           : Client environment:java.compiler=<NA>
2024-08-22 17:59:02.988  INFO 72000 --- [           main] org.apache.zookeeper.ZooKeeper           : Client environment:os.name=Windows 10
2024-08-22 17:59:02.988  INFO 72000 --- [           main] org.apache.zookeeper.ZooKeeper           : Client environment:os.arch=amd64
2024-08-22 17:59:02.988  INFO 72000 --- [           main] org.apache.zookeeper.ZooKeeper           : Client environment:os.version=10.0
2024-08-22 17:59:02.988  INFO 72000 --- [           main] org.apache.zookeeper.ZooKeeper           : Client environment:user.name=LiXiang
2024-08-22 17:59:02.988  INFO 72000 --- [           main] org.apache.zookeeper.ZooKeeper           : Client environment:user.home=C:\Users\李享
2024-08-22 17:59:02.988  INFO 72000 --- [           main] org.apache.zookeeper.ZooKeeper           : Client environment:user.dir=D:\CourseCode\minfs\workpublish\bin
2024-08-22 17:59:02.988  INFO 72000 --- [           main] org.apache.zookeeper.ZooKeeper           : Client environment:os.memory.free=199MB
2024-08-22 17:59:02.988  INFO 72000 --- [           main] org.apache.zookeeper.ZooKeeper           : Client environment:os.memory.max=3580MB
2024-08-22 17:59:02.988  INFO 72000 --- [           main] org.apache.zookeeper.ZooKeeper           : Client environment:os.memory.total=224MB
2024-08-22 17:59:03.009  INFO 72000 --- [           main] o.a.c.f.imps.CuratorFrameworkImpl        : Starting
2024-08-22 17:59:03.012  INFO 72000 --- [           main] org.apache.zookeeper.ZooKeeper           : Initiating client connection, connectString=127.0.0.1:2181 sessionTimeout=3000 watcher=org.apache.curator.ConnectionState@6af93788
2024-08-22 17:59:03.081  INFO 72000 --- [           main] org.apache.zookeeper.ClientCnxnSocket    : jute.maxbuffer value is 4194304 Bytes
2024-08-22 17:59:03.088  INFO 72000 --- [127.0.0.1:2181)] org.apache.zookeeper.ClientCnxn          : Opening socket connection to server 127.0.0.1/127.0.0.1:2181. Will not attempt to authenticate using SASL (unknown error)
2024-08-22 17:59:03.091  INFO 72000 --- [127.0.0.1:2181)] org.apache.zookeeper.ClientCnxn          : Socket connection established, initiating session, client: /127.0.0.1:62030, server: 127.0.0.1/127.0.0.1:2181
2024-08-22 17:59:03.091  INFO 72000 --- [           main] o.a.c.f.imps.CuratorFrameworkImpl        : Default schema
2024-08-22 17:59:03.094  INFO 72000 --- [127.0.0.1:2181)] org.apache.zookeeper.ClientCnxn          : Session establishment complete on server 127.0.0.1/127.0.0.1:2181, sessionid = 0x1003d065771006f, negotiated timeout = 4000
2024-08-22 17:59:03.097  INFO 72000 --- [ain-EventThread] o.a.c.f.state.ConnectionStateManager     : State change: CONNECTED
2024-08-22 17:59:03.102  INFO 72000 --- [ain-EventThread] o.a.c.framework.imps.EnsembleTracker     : New config event received: {}
2024-08-22 17:59:03.453  INFO 72000 --- [           main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat started on port(s): 9001 (http) with context path ''
2024-08-22 17:59:03.467  INFO 72000 --- [           main] c.k.c.dataserver.DataServerApplication   : Started DataServerApplication in 5.757 seconds (JVM running for 6.186)
2024-08-22 17:59:03.509  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 执行一次zookeeper更新任务
2024-08-22 17:59:03.509  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 当前副本本地路径为：D:\CourseCode\minfs\workpublish\bin\10_231_83_14_9001\
2024-08-22 17:59:03.620  INFO 72000 --- [           main] c.k.c.dataserver.services.RegistService  : dataService registered to Zookeeper with path: /registry/dataService/10.231.83.14:9001
2024-08-22 17:59:03.622  INFO 72000 --- [           main] c.k.c.dataserver.DataServerApplication   : DataServer启动
2024-08-22 17:59:03.635 ERROR 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : Path /registry/dataService/10.231.83.14:9001 does not exist in Zookeeper
2024-08-22 17:59:03.635  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : dataService registered to Zookeeper with path: /registry/dataService/10.231.83.14:9001
2024-08-22 17:59:04.101  INFO 72000 --- [ain-EventThread] o.a.c.framework.imps.EnsembleTracker     : New config event received: {}
2024-08-22 17:59:23.465  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 执行一次zookeeper更新任务
2024-08-22 17:59:23.465  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 当前副本本地路径为：D:\CourseCode\minfs\workpublish\bin\10_231_83_14_9001\
2024-08-22 17:59:23.475  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : Data updated in Zookeeper for path: /registry/dataService/10.231.83.14:9001
2024-08-22 17:59:23.475  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : dataService registered to Zookeeper with path: /registry/dataService/10.231.83.14:9001
2024-08-22 17:59:43.465  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 执行一次zookeeper更新任务
2024-08-22 17:59:43.465  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 当前副本本地路径为：D:\CourseCode\minfs\workpublish\bin\10_231_83_14_9001\
2024-08-22 17:59:43.478  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : Data updated in Zookeeper for path: /registry/dataService/10.231.83.14:9001
2024-08-22 17:59:43.478  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : dataService registered to Zookeeper with path: /registry/dataService/10.231.83.14:9001
2024-08-22 18:00:03.470  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 执行一次zookeeper更新任务
2024-08-22 18:00:03.470  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 当前副本本地路径为：D:\CourseCode\minfs\workpublish\bin\10_231_83_14_9001\
2024-08-22 18:00:03.482  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : Data updated in Zookeeper for path: /registry/dataService/10.231.83.14:9001
2024-08-22 18:00:03.483  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : dataService registered to Zookeeper with path: /registry/dataService/10.231.83.14:9001
2024-08-22 18:00:23.476  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 执行一次zookeeper更新任务
2024-08-22 18:00:23.476  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 当前副本本地路径为：D:\CourseCode\minfs\workpublish\bin\10_231_83_14_9001\
2024-08-22 18:00:23.488  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : Data updated in Zookeeper for path: /registry/dataService/10.231.83.14:9001
2024-08-22 18:00:23.488  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : dataService registered to Zookeeper with path: /registry/dataService/10.231.83.14:9001
2024-08-22 18:00:43.468  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 执行一次zookeeper更新任务
2024-08-22 18:00:43.469  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 当前副本本地路径为：D:\CourseCode\minfs\workpublish\bin\10_231_83_14_9001\
2024-08-22 18:00:43.483  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : Data updated in Zookeeper for path: /registry/dataService/10.231.83.14:9001
2024-08-22 18:00:43.483  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : dataService registered to Zookeeper with path: /registry/dataService/10.231.83.14:9001
2024-08-22 18:01:03.471  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 执行一次zookeeper更新任务
2024-08-22 18:01:03.472  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 当前副本本地路径为：D:\CourseCode\minfs\workpublish\bin\10_231_83_14_9001\
2024-08-22 18:01:03.484  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : Data updated in Zookeeper for path: /registry/dataService/10.231.83.14:9001
2024-08-22 18:01:03.485  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : dataService registered to Zookeeper with path: /registry/dataService/10.231.83.14:9001
2024-08-22 18:01:23.477  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 执行一次zookeeper更新任务
2024-08-22 18:01:23.477  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 当前副本本地路径为：D:\CourseCode\minfs\workpublish\bin\10_231_83_14_9001\
2024-08-22 18:01:23.489  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : Data updated in Zookeeper for path: /registry/dataService/10.231.83.14:9001
2024-08-22 18:01:23.489  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : dataService registered to Zookeeper with path: /registry/dataService/10.231.83.14:9001
2024-08-22 18:01:43.474  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 执行一次zookeeper更新任务
2024-08-22 18:01:43.475  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 当前副本本地路径为：D:\CourseCode\minfs\workpublish\bin\10_231_83_14_9001\
2024-08-22 18:01:43.486  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : Data updated in Zookeeper for path: /registry/dataService/10.231.83.14:9001
2024-08-22 18:01:43.487  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : dataService registered to Zookeeper with path: /registry/dataService/10.231.83.14:9001
2024-08-22 18:02:03.473  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 执行一次zookeeper更新任务
2024-08-22 18:02:03.473  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 当前副本本地路径为：D:\CourseCode\minfs\workpublish\bin\10_231_83_14_9001\
2024-08-22 18:02:03.485  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : Data updated in Zookeeper for path: /registry/dataService/10.231.83.14:9001
2024-08-22 18:02:03.485  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : dataService registered to Zookeeper with path: /registry/dataService/10.231.83.14:9001
2024-08-22 18:02:23.475  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 执行一次zookeeper更新任务
2024-08-22 18:02:23.475  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 当前副本本地路径为：D:\CourseCode\minfs\workpublish\bin\10_231_83_14_9001\
2024-08-22 18:02:23.488  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : Data updated in Zookeeper for path: /registry/dataService/10.231.83.14:9001
2024-08-22 18:02:23.488  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : dataService registered to Zookeeper with path: /registry/dataService/10.231.83.14:9001
2024-08-22 18:02:43.471  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 执行一次zookeeper更新任务
2024-08-22 18:02:43.471  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 当前副本本地路径为：D:\CourseCode\minfs\workpublish\bin\10_231_83_14_9001\
2024-08-22 18:02:43.483  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : Data updated in Zookeeper for path: /registry/dataService/10.231.83.14:9001
2024-08-22 18:02:43.483  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : dataService registered to Zookeeper with path: /registry/dataService/10.231.83.14:9001
2024-08-22 18:03:03.464  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 执行一次zookeeper更新任务
2024-08-22 18:03:03.464  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 当前副本本地路径为：D:\CourseCode\minfs\workpublish\bin\10_231_83_14_9001\
2024-08-22 18:03:03.476  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : Data updated in Zookeeper for path: /registry/dataService/10.231.83.14:9001
2024-08-22 18:03:03.476  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : dataService registered to Zookeeper with path: /registry/dataService/10.231.83.14:9001
2024-08-22 18:03:23.465  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 执行一次zookeeper更新任务
2024-08-22 18:03:23.465  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 当前副本本地路径为：D:\CourseCode\minfs\workpublish\bin\10_231_83_14_9001\
2024-08-22 18:03:23.477  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : Data updated in Zookeeper for path: /registry/dataService/10.231.83.14:9001
2024-08-22 18:03:23.477  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : dataService registered to Zookeeper with path: /registry/dataService/10.231.83.14:9001
2024-08-22 18:03:43.472  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 执行一次zookeeper更新任务
2024-08-22 18:03:43.473  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 当前副本本地路径为：D:\CourseCode\minfs\workpublish\bin\10_231_83_14_9001\
2024-08-22 18:03:43.487  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : Data updated in Zookeeper for path: /registry/dataService/10.231.83.14:9001
2024-08-22 18:03:43.488  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : dataService registered to Zookeeper with path: /registry/dataService/10.231.83.14:9001
2024-08-22 18:04:03.469  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 执行一次zookeeper更新任务
2024-08-22 18:04:03.469  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 当前副本本地路径为：D:\CourseCode\minfs\workpublish\bin\10_231_83_14_9001\
2024-08-22 18:04:03.479  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : Data updated in Zookeeper for path: /registry/dataService/10.231.83.14:9001
2024-08-22 18:04:03.479  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : dataService registered to Zookeeper with path: /registry/dataService/10.231.83.14:9001
2024-08-22 18:04:23.470  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 执行一次zookeeper更新任务
2024-08-22 18:04:23.471  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 当前副本本地路径为：D:\CourseCode\minfs\workpublish\bin\10_231_83_14_9001\
2024-08-22 18:04:23.482  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : Data updated in Zookeeper for path: /registry/dataService/10.231.83.14:9001
2024-08-22 18:04:23.483  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : dataService registered to Zookeeper with path: /registry/dataService/10.231.83.14:9001
2024-08-22 18:04:43.474  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 执行一次zookeeper更新任务
2024-08-22 18:04:43.474  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 当前副本本地路径为：D:\CourseCode\minfs\workpublish\bin\10_231_83_14_9001\
2024-08-22 18:04:43.486  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : Data updated in Zookeeper for path: /registry/dataService/10.231.83.14:9001
2024-08-22 18:04:43.486  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : dataService registered to Zookeeper with path: /registry/dataService/10.231.83.14:9001
2024-08-22 18:05:03.472  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 执行一次zookeeper更新任务
2024-08-22 18:05:03.472  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 当前副本本地路径为：D:\CourseCode\minfs\workpublish\bin\10_231_83_14_9001\
2024-08-22 18:05:03.481  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : Data updated in Zookeeper for path: /registry/dataService/10.231.83.14:9001
2024-08-22 18:05:03.481  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : dataService registered to Zookeeper with path: /registry/dataService/10.231.83.14:9001
2024-08-22 18:05:23.473  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 执行一次zookeeper更新任务
2024-08-22 18:05:23.474  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 当前副本本地路径为：D:\CourseCode\minfs\workpublish\bin\10_231_83_14_9001\
2024-08-22 18:05:23.486  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : Data updated in Zookeeper for path: /registry/dataService/10.231.83.14:9001
2024-08-22 18:05:23.486  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : dataService registered to Zookeeper with path: /registry/dataService/10.231.83.14:9001
2024-08-22 18:05:43.464  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 执行一次zookeeper更新任务
2024-08-22 18:05:43.464  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 当前副本本地路径为：D:\CourseCode\minfs\workpublish\bin\10_231_83_14_9001\
2024-08-22 18:05:43.475  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : Data updated in Zookeeper for path: /registry/dataService/10.231.83.14:9001
2024-08-22 18:05:43.475  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : dataService registered to Zookeeper with path: /registry/dataService/10.231.83.14:9001
2024-08-22 18:06:03.471  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 执行一次zookeeper更新任务
2024-08-22 18:06:03.471  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 当前副本本地路径为：D:\CourseCode\minfs\workpublish\bin\10_231_83_14_9001\
2024-08-22 18:06:03.483  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : Data updated in Zookeeper for path: /registry/dataService/10.231.83.14:9001
2024-08-22 18:06:03.484  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : dataService registered to Zookeeper with path: /registry/dataService/10.231.83.14:9001
2024-08-22 18:06:23.474  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 执行一次zookeeper更新任务
2024-08-22 18:06:23.474  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 当前副本本地路径为：D:\CourseCode\minfs\workpublish\bin\10_231_83_14_9001\
2024-08-22 18:06:23.481  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : Data updated in Zookeeper for path: /registry/dataService/10.231.83.14:9001
2024-08-22 18:06:23.481  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : dataService registered to Zookeeper with path: /registry/dataService/10.231.83.14:9001
2024-08-22 18:06:43.468  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 执行一次zookeeper更新任务
2024-08-22 18:06:43.468  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 当前副本本地路径为：D:\CourseCode\minfs\workpublish\bin\10_231_83_14_9001\
2024-08-22 18:06:43.476  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : Data updated in Zookeeper for path: /registry/dataService/10.231.83.14:9001
2024-08-22 18:06:43.476  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : dataService registered to Zookeeper with path: /registry/dataService/10.231.83.14:9001
2024-08-22 18:07:03.477  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 执行一次zookeeper更新任务
2024-08-22 18:07:03.477  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 当前副本本地路径为：D:\CourseCode\minfs\workpublish\bin\10_231_83_14_9001\
2024-08-22 18:07:03.490  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : Data updated in Zookeeper for path: /registry/dataService/10.231.83.14:9001
2024-08-22 18:07:03.490  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : dataService registered to Zookeeper with path: /registry/dataService/10.231.83.14:9001
2024-08-22 18:07:23.462  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 执行一次zookeeper更新任务
2024-08-22 18:07:23.462  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 当前副本本地路径为：D:\CourseCode\minfs\workpublish\bin\10_231_83_14_9001\
2024-08-22 18:07:23.473  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : Data updated in Zookeeper for path: /registry/dataService/10.231.83.14:9001
2024-08-22 18:07:23.473  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : dataService registered to Zookeeper with path: /registry/dataService/10.231.83.14:9001
2024-08-22 18:07:43.463  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 执行一次zookeeper更新任务
2024-08-22 18:07:43.463  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 当前副本本地路径为：D:\CourseCode\minfs\workpublish\bin\10_231_83_14_9001\
2024-08-22 18:07:43.473  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : Data updated in Zookeeper for path: /registry/dataService/10.231.83.14:9001
2024-08-22 18:07:43.473  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : dataService registered to Zookeeper with path: /registry/dataService/10.231.83.14:9001
2024-08-22 18:08:03.465  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 执行一次zookeeper更新任务
2024-08-22 18:08:03.465  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 当前副本本地路径为：D:\CourseCode\minfs\workpublish\bin\10_231_83_14_9001\
2024-08-22 18:08:03.473  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : Data updated in Zookeeper for path: /registry/dataService/10.231.83.14:9001
2024-08-22 18:08:03.473  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : dataService registered to Zookeeper with path: /registry/dataService/10.231.83.14:9001
2024-08-22 18:08:23.464  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 执行一次zookeeper更新任务
2024-08-22 18:08:23.464  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 当前副本本地路径为：D:\CourseCode\minfs\workpublish\bin\10_231_83_14_9001\
2024-08-22 18:08:23.475  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : Data updated in Zookeeper for path: /registry/dataService/10.231.83.14:9001
2024-08-22 18:08:23.475  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : dataService registered to Zookeeper with path: /registry/dataService/10.231.83.14:9001
2024-08-22 18:08:43.464  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 执行一次zookeeper更新任务
2024-08-22 18:08:43.464  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 当前副本本地路径为：D:\CourseCode\minfs\workpublish\bin\10_231_83_14_9001\
2024-08-22 18:08:43.469  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : Data updated in Zookeeper for path: /registry/dataService/10.231.83.14:9001
2024-08-22 18:08:43.469  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : dataService registered to Zookeeper with path: /registry/dataService/10.231.83.14:9001
2024-08-22 18:09:03.467  INFO 72000 --- [   scheduling-1] c.k.c.dataserver.services.DataService    : 执行一次zookeeper更新任务
